userid,InboundCall,IsDealSeeker,IsDirtLover,IsDreamer,IsGreen,IsResearcher,TradeInValueGenerated,InboundCallCount,TotalInboundCallLength,BureauIncome,CreditScore1,CreditScore2,FraudScore,Income,MedianVehicleFuelEcon,MedianVehiclePrice,TradeInValueAmount,LeadSource,AgeCategory,accountcreationdatetime,PhoneNumber_hashed,MedianVehicleMileage
1569,0,1,0,1,1,0,0,1,262,33738,528,573,366,20650,17.7,20623,6698,Website,18-35,2018-05-06 10:19:00,3FCAF48E4A37DB78373F782D501F7972FF5A6994E70EECF29B7BE3DC2E444950,39569
1570,0,0,0,0,0,0,1,1,346,47774,721,703,295,36540,37.7,26703,8557,ThirdPartyListing,35-45,2018-04-15 08:33:00,2885384CD1EB27772520993203D52B23F6DDD90D101AA7FD0CBAD57C6DDEE7F0,24938
1571,0,0,0,0,0,0,1,0,347,38242,575,561,308,34328,35.2,18598,9115,Website,55-65,2018-02-24 10:34:00,207E0BEAA1F02BA2D3CD9A6ACF1105FCFA423BA042D214C5A6F787031EC50CCA,38911
1572,1,0,0,0,0,0,0,0,368,46034,697,720,370,66177,35.6,24319,9620,ThirdPartyListing,45-55,2018-02-08 05:19:00,,42563
1573,0,0,0,0,0,1,1,0,180,48408,616,614,342,39215,33.1,14908,8653,ThirdPartyListing,35-45,2018-03-19 03:01:00,,28216
1574,0,0,0,0,0,0,1,0,439,39539,672,641,465,43044,17.9,25347,5228,ThirdPartyFinancing,55-65,2018-04-20 10:38:00,EB28E2D15A5B55351F4EE37BB88CC3363ED2CE739F33123FC4BA338A09615A87,43008
1575,1,0,0,0,0,0,0,0,371,20897,646,594,436,34358,24.7,25355,12869,Website,55-65,2018-01-06 22:30:00,7A8EE5DB5DBFF0D816E8D635F1C387C91F0234BC65D81746577934AC140BE718,38629
1576,0,0,0,0,0,0,0,0,308,43979,621,630,387,40107,20.8,28868,9386,ThirdPartyFinancing,45-55,2018-02-12 07:25:00,773925B294278C12E305B3E3D276F978535698BA8195B98036B55238B5D8A28B,39227
1577,1,0,1,0,0,0,1,0,327,49410,592,565,268,44755,18.3,25158,10481,ThirdPartyListing,18-35,2018-02-10 18:01:00,63CE92722409ACDFEC9A086CEB03884B94AC29DCD80E9ED2BD23FA659C096ACC,52003
1578,0,0,0,0,0,0,1,1,144,55918,648,638,317,57238,23.7,21397,6325,ThirdPartyListing,55-65,2018-04-25 08:41:00,1648F6EFA622C723E9FDF3343CBD9057552C4A5D998364FF4B3DFC6020790723,43135
1579,0,0,0,0,0,1,0,1,249,50200,642,706,306,45337,33.5,19742,5081,Website,35-45,2018-02-28 05:14:00,,34057
1580,0,0,0,0,0,1,0,0,303,54210,652,723,468,54169,31.2,24156,5471,ThirdPartyListing,18-35,2018-04-11 11:20:00,,29361
1581,0,0,0,0,0,0,1,1,299,41838,662,687,366,35963,24,26692,8265,Website,55-65,2018-01-17 23:29:00,3A6DAE14884547AF47F43FA11FC705693EA19D0CD2D60DD22973505117131404,30626
1582,0,0,0,0,0,0,1,0,178,52994,657,703,376,68178,19.3,25390,8308,Website,55-65,2018-03-31 05:30:00,8ED1E552D0926B6DB92C91ED4C54F258026F078FF9E8F5F2EC40FC40EB43665D,33975
1583,0,0,1,0,0,0,1,0,295,54805,667,785,435,43690,32,23563,7751,Website,18-35,2018-04-04 07:37:00,801F2371A302A509BD8C7282083A5D1DF0AF07CBC0C2A2997D6EE4D61AF424A2,47145
1584,0,0,1,0,0,1,1,0,281,39334,703,676,304,71107,16,22897,8782,Website,55-65,2018-01-13 23:51:00,59EFF003D9D7E4331EBD085F574243D73B2C3916DF9D1E147991C12630F3A713,29172
1585,0,0,0,0,0,0,1,0,315,53843,658,681,375,56331,19.9,21145,10265,Website,45-55,2018-03-02 12:22:00,033DBC01D0FFE9E14DCEAC5F2BB53C8B0CF6CD707684C1F42FE81FBE45064DFE,37832
1586,0,0,0,0,0,0,0,0,447,51110,606,670,300,33449,35.9,22659,6919,ThirdPartyListing,35-45,2018-04-02 06:53:00,,43239
1587,0,0,1,0,0,0,0,0,303,37337,705,713,385,47670,12.3,22577,10180,Website,18-35,2018-02-08 20:11:00,22E6CFC20BC3BE3E549868F52FF719627E17F09483DD54FD8607C74C963B91CF,40107
1588,0,0,0,0,0,0,1,0,225,34339,611,659,388,39951,36.5,21159,9521,Website,55-65,2018-01-10 00:44:00,2F983F7BB84129191342B8CF9C1AB6A3831778491BE2F038AFA3DE7D28FAEAB2,41861
1589,1,0,0,0,0,0,1,0,312,61926,628,606,376,68100,20.4,18544,5782,ThirdPartyListing,55-65,2018-02-19 15:37:00,802D6C8C8765BE268DC31A5320600E4758C9BAD0C42E6D0BB44EAE53B6E9E717,34600
1590,0,0,0,0,0,0,0,0,365,26452,676,708,315,44784,36.2,22213,7959,Website,35-45,2018-04-06 18:23:00,86B77DC77228B19280339F6A093B2848881E065D9E078D3516869DB94A7A2D40,41874
1591,0,0,0,0,0,0,1,0,316,33807,708,673,300,28585,27.5,25792,10325,ThirdPartyFinancing,65+,2018-05-06 14:42:00,,39051
1592,0,0,0,0,0,0,1,0,405,51199,628,698,260,64501,34.6,24479,9972,Website,18-35,2018-04-15 12:16:00,4A69B13D34CCA63EB6D7339DADE0E83FC36281EBF299A1C1FB8585DF60320152,38817
1593,1,0,0,1,0,0,1,0,210,57148,622,612,460,70190,28,14604,6829,Website,45-55,2018-04-22 18:56:00,6F0DDC9D9F714ACB543F37343717814AC1FA2CD9659A265933FEB190B6B9BC6D,31841
1594,0,0,0,0,0,0,0,0,262,57714,652,666,367,52507,18.3,21189,6387,ThirdPartyFinancing,45-55,2018-01-19 20:59:00,F3DFB0AEF381D7D62F2AB9FEEC5325DC52FF245EEC00AB2F241A9500142FB685,49949
1595,0,0,0,0,1,0,1,1,360,62278,680,727,352,40465,27.6,24684,11462,Website,45-55,2018-04-12 11:50:00,EBA8CCD4B8F9743CA2717E7890F0EDADDCA34ECA658A9144E656A023415CFD34,38169
1596,0,0,0,0,1,0,0,0,241,59564,634,657,313,80591,26.2,19713,8246,ThirdPartyListing,18-35,2018-03-16 16:11:00,545A371AD435E447D22DDACE5C9043EF9DFD6FBFDAA2C87D2296923C3B7EAA8D,23917
1597,0,0,0,0,0,0,0,0,353,63098,664,674,262,68884,20.3,25116,9076,ThirdPartyListing,45-55,2018-01-27 07:24:00,,41067
1598,0,0,1,0,0,0,0,0,255,34336,648,690,313,30881,24.9,24700,5159,Website,55-65,2018-01-12 01:44:00,BDA019FE73BC2389D71F6E20CBB674D0AA5AF11B9ABFF43DCA6766A03458541F,30550
1599,1,0,1,0,1,0,0,0,306,55859,537,597,322,54456,31.9,29176,11583,Website,45-55,2018-01-05 08:04:00,A9766D8099EB0CF150D2A8843C5B46F0077CB1AB1D09BBCD48DC131A67FD8080,25937
1600,1,0,0,0,0,0,0,0,275,55783,630,626,496,33737,30.4,25127,8142,ThirdPartyListing,55-65,2018-02-03 21:05:00,3504D6D17B0634CD1B5FE56FD488F28E35A5296AC601869AA546C2C57BC08002,34642
1601,0,0,0,0,0,1,1,0,381,58140,607,613,451,51859,20.9,21875,6563,ThirdPartyListing,18-35,2018-03-11 04:03:00,2AF16886CC3EBBD60A8988A80380A2E383EF575F76120D03396653E5FEE9E9F6,40054
1602,0,0,0,0,0,0,0,0,370,59243,691,746,441,65845,18.8,28110,6778,Website,45-55,2018-04-14 14:28:00,C747F82E919537FB6F847074041F06BBC06A65BABD37090F8715A0EF4624E74D,33730
1603,0,1,0,0,0,0,1,0,382,59251,636,626,372,60704,28.5,26616,4763,Website,18-35,2018-04-24 02:46:00,8DE893D0FE3B67AA80648B59690032577D609FAD03BB21F1CE951EF072359799,39659
1604,0,0,1,0,0,0,0,0,396,60741,644,636,256,52375,25.8,27682,9755,ThirdPartyFinancing,55-65,2018-03-27 07:39:00,10040EF97731B3CB01F91C48694C68478EFB1886791FF77364B02D4F6FABED7B,36714
1605,0,0,0,0,0,0,0,0,180,46865,673,638,470,44942,27.8,24763,9402,Website,35-45,2018-04-02 10:50:00,1D1ED8D53F0E94C0E5E068194D68EE36239C7B55D282BF150767A8218B404956,42801
1606,0,0,0,0,0,0,1,0,259,65334,519,560,226,85043,13,24916,10651,ThirdPartyListing,45-55,2018-01-31 13:22:00,,41412
1607,1,0,0,0,1,1,1,0,391,48698,612,651,324,57851,39.2,23049,6617,ThirdPartyListing,45-55,2018-01-20 09:19:00,,27173
1608,0,0,0,0,0,0,1,1,326,34908,611,626,328,10556,34.2,26425,11830,Website,45-55,2018-01-09 11:55:00,,46443
1609,0,0,0,0,0,0,1,0,264,54234,605,574,245,64003,27.5,24556,13974,Website,45-55,2018-04-11 13:39:00,693C349CDBFA51EF3040687A2CFFB6AFA09295F81CBDB8FEBF19E6A717AFDE8C,27978
1610,0,0,0,0,0,0,1,0,323,43482,725,753,404,56229,16.6,23002,13314,Website,18-35,2018-03-27 05:41:00,BD5F8FC25EC503A4096C0598B9B117AC3BDA34DBE5172A350F85B528A88710AA,34750
1611,0,0,0,0,0,1,1,0,285,53561,514,555,270,61889,20.8,22553,10169,Website,55-65,2018-02-11 13:36:00,BA69F64BF11AF535193B2DDAACB69F76D0B4D99B99DBD16DDEA76D966D2A4CD9,26544
1612,0,0,1,0,0,1,0,0,335,41695,751,792,330,47347,25.9,29736,9802,ThirdPartyListing,45-55,2018-02-09 07:36:00,,45589
1613,0,0,0,0,0,0,1,1,356,46714,634,593,398,54724,30.5,17611,8699,Website,35-45,2018-01-19 06:16:00,2FD91BC74C23AD529242EA82CE7AAB69EE3FCB947C8C92C9F7986E64026531A9,43493
1614,0,0,0,0,0,0,1,0,244,36503,643,649,327,61144,28.1,26593,8570,Website,35-45,2018-03-04 21:39:00,B51B1A71667B86CDB690BE03046BCE71F1B2EB8031B260E1EB91FD6E41CB0CDA,35178
1615,0,0,0,1,1,0,0,1,324,46194,637,652,498,43843,22.6,22604,8560,Website,18-35,2018-01-26 09:47:00,2CC3A13979899F0BD3384D7764A3D5F73D4FB74D39FE6ACF6BFFFB1C5AFFD94D,41495
1616,0,0,1,0,0,1,1,0,308,35235,636,672,312,32132,27.3,34493,3865,ThirdPartyListing,35-45,2018-02-27 17:39:00,,27534
1617,0,0,0,0,0,0,0,0,349,58012,721,787,258,76273,22,21171,9061,ThirdPartyListing,45-55,2018-04-30 11:38:00,99B89FE8FB6481ED78B87B4E4DABFDC28CD0FDEEE05BB0B7B920C2747703DEB1,48185
1618,1,0,1,1,0,0,1,0,268,58555,569,550,227,67772,29.8,22131,7938,Website,18-35,2018-02-26 21:13:00,C7528F17FD5CDD1C7F4E9593C747B89F013D2CD28210C26AF3632B692AAE6CC7,40664
1619,0,0,0,0,0,0,0,0,152,38785,675,737,352,54817,23.8,26000,7663,ThirdPartyListing,55-65,2018-05-05 07:24:00,,47017
1620,0,0,0,0,0,0,1,0,310,49635,677,717,338,49735,30.3,24591,7362,Website,55-65,2018-04-26 03:07:00,,36943
1621,0,0,1,0,0,0,0,0,172,34436,600,626,355,23965,27.1,21278,5982,Website,35-45,2018-03-25 16:38:00,A12AF25F1309B7655FBFCEB589DB2DC02CEE4FA45848D03E352EEBB612179AD3,35193
1622,0,1,0,0,0,1,1,0,241,66549,707,671,321,78617,22.9,24192,9205,Website,55-65,2018-04-08 11:36:00,D2AAA7E1F69DE596FB8807731425F952CEDBD91743CD72F97F94077CAEE00E44,25011
1623,0,0,0,0,0,0,1,0,343,47519,688,647,497,62815,17.8,25998,10927,Website,35-45,2018-05-03 11:57:00,6B5644808D025F897031FF99574718D88E7E646B413BF2FD0FA79AE278D95C9B,42376
1624,0,0,0,0,0,1,0,0,308,44338,708,748,346,43545,28.7,20165,9920,Website,18-35,2018-04-30 22:22:00,,54434
1625,0,0,0,0,0,0,1,0,364,58206,691,656,288,63930,32.4,27083,7480,ThirdPartyListing,55-65,2018-02-28 21:24:00,59AF1787109F3B51AF5A1A93706C66A5529BC2F0A0706D890E7D7DFDAB9E59CE,31331
1626,0,0,0,0,0,0,0,0,317,54134,674,660,353,48362,19.9,27077,10267,ThirdPartyListing,65+,2018-04-19 16:45:00,C5C54ECAA7B24346D25D718A560A98D12E7BE96705EAE5E610285EAD268230DF,37362
1627,0,0,0,0,1,0,0,0,380,45371,662,590,252,45036,30.1,14529,4380,Website,45-55,2018-02-06 01:44:00,9683A738AA17755A2806431CAEFA20018A7C7AA08D18827018AE499241D7E147,38879
1628,0,0,1,0,0,0,0,1,228,57766,673,759,293,60233,15,18918,5417,Website,65+,2018-01-16 17:20:00,0E7C45FB057F34C17FC9FCCE65E3C107CB84AE4FAF511519400181D861D3BC3E,39798
1629,1,0,0,0,0,0,1,0,237,60528,653,648,298,73191,36,28944,9436,Website,18-35,2018-02-09 05:08:00,,33653
1630,0,0,1,0,0,0,0,0,262,31653,649,617,380,16293,37.8,24839,11066,ThirdPartyListing,55-65,2018-03-06 12:34:00,DE117043522A1BC8420D9B9B1977FD2BF117E3DD6D3AB8BFF8FDF688A04F40D6,44872
1631,0,0,0,0,0,0,0,0,222,34522,668,695,482,34683,26.5,24149,8840,Website,45-55,2018-05-10 01:51:00,CA0BFB0DA3CE30345C2E03493F2961F9E3840556E746B6B7B0C2D8281B70C961,37168
1632,0,0,0,0,1,0,0,0,237,55709,660,663,338,52176,23,19439,11788,ThirdPartyListing,45-55,2018-03-24 06:32:00,1CC79DECD0C9849DFBD49B2BC6DD2C78FD80E8AA4B41222A586A934F0C6E7A5C,39041
1633,1,0,1,0,0,0,0,0,322,57785,637,667,420,54928,18,36247,8901,ThirdPartyListing,35-45,2018-01-25 17:27:00,EC9A2B22D2C580ABC3CBCC888772BE22D5BF8AA8DD4D63B07398B6FDA6B23C12,42020
1634,0,0,0,1,0,0,0,0,235,54107,708,757,359,63250,22.2,26868,6460,Website,45-55,2018-01-23 09:45:00,655C91BB106772C39884EE477A4E2C1B55AA7B2E267F094619E9825DCBF7B2AC,50151
1635,0,0,0,0,0,0,1,1,357,62257,630,694,284,68384,18.4,24173,6437,Website,45-55,2018-01-24 01:29:00,B63E0B13C7CFAC05E77E45BC16EDFCAAE68CE64FD9C1000572066099A7A8DA22,38177
1636,1,0,0,0,0,1,0,0,334,53873,643,673,307,68797,24.8,21988,6484,ThirdPartyListing,45-55,2018-01-17 02:21:00,,42526
1637,0,0,1,0,0,0,1,0,243,59942,607,536,208,70169,16.8,28458,7813,Website,18-35,2018-05-02 06:18:00,F42F8A3C69A759230FC6B855B401EF756FC612F1E722BAEEFF2B9376D8D6098E,33409
1638,0,0,0,0,0,0,1,0,257,45513,629,675,327,57132,30.8,17624,11907,Website,55-65,2018-01-25 16:31:00,79B6145B3F965C35641B06CE62EA15150EEBCB1E00D8F46EFC4F1F9097187CB3,41702
1639,1,0,0,0,0,0,1,0,338,53943,615,646,451,49320,25.8,27715,7708,Website,18-35,2018-04-19 09:30:00,5600D055B00AA7E9860AEAAE27D213CE55E1DAF6A64783FF2C39CB7DA712A162,38782
1640,0,0,0,0,0,1,1,0,353,45900,628,716,395,62275,17.4,28249,9186,ThirdPartyListing,35-45,2018-03-24 20:46:00,087249936CF894DABD17558E1C5B055519BBA493FADA415C9C4A9F0DBCF06711,43166
1641,0,0,0,0,1,0,1,0,318,50669,625,660,342,49159,26.8,27286,8621,Website,35-45,2018-02-01 10:13:00,72FA55CA571F640DFDD1450855DCE32D45C01E9E2795142374C71B21D90A395B,34607
1642,0,0,0,0,0,1,0,1,322,37626,601,622,271,57258,20.7,25523,10466,Website,18-35,2018-02-25 08:27:00,36189C34153C071A1ACECE0F06FE64605D7A67D3AAA942A2EF54835FD53F1758,26050
1643,0,0,1,0,0,0,0,0,146,63350,558,554,273,69639,33.5,26103,14110,Website,45-55,2018-02-23 03:21:00,,44897
1644,0,1,0,1,0,1,0,1,252,51433,611,582,272,50399,31.1,17195,10083,Website,55-65,2018-03-29 06:11:00,49E37B664D11E67005DC8553D34E19916DE4CF2BBE7FF2CEE2582AD1E5B95FD1,35403
1645,0,0,0,0,0,0,0,0,256,44054,679,668,320,43117,30.4,24684,7846,Website,45-55,2018-05-09 16:45:00,AD171B9AB0497A1D12BB7DA5B228FE83AAE3DD0837B5B1A04B84286BC3FA86E6,50366
1646,0,0,0,1,0,1,1,0,371,45696,667,730,366,41524,25.8,33687,9484,Website,18-35,2018-04-21 11:19:00,8FC6AA31FA1A79501B0AD1D0E4B5A58D8D9FB6CCED5837B54F6F1B8F0C4B3909,31233
1647,0,0,0,0,0,1,1,0,283,46000,678,733,376,51610,28,21671,7092,Website,55-65,2018-03-21 06:32:00,D79387684F9F7AA29815B0138301A5A53222F2DEF18159DC22DC4409EB7EA651,45464
1648,0,1,0,0,0,0,1,1,266,54678,640,629,445,69088,29.4,24059,8253,Website,45-55,2018-05-02 21:48:00,7F4FDF7DB1847756E3C3A89ACA1C6F0D417DD4E6FC655113B58ECBEA2F24ED84,48732
1649,0,0,0,0,0,0,1,0,326,50645,563,493,351,52255,28.8,26622,7493,Website,45-55,2018-01-14 08:11:00,975E59A7CCC3C11F7F1427D91955F52E1FFEAFCE7B0A28ABD6856B84AF991821,29032
1650,0,0,0,0,0,0,0,0,257,45122,654,618,232,51513,22.2,17067,9734,Website,35-45,2018-03-17 05:50:00,1E9DDE37B540E3C6DDA6250FFE8913521CCCCA9274DEA82022C2C39149C8A882,29711
1651,0,0,0,0,0,1,0,0,261,57037,592,544,520,66845,35.9,24976,10522,Website,45-55,2018-04-03 15:53:00,9AEBD0BCCAB96D33169DB918EC9DD9C5B0C8D50647A52DBF9143E1805F305025,34805
1652,0,0,0,0,0,0,0,0,316,43488,650,581,365,37263,21.8,26190,10858,Website,35-45,2018-04-13 14:16:00,24EF588F33341805B34131E8C615582616DCD2B9DE6E4A2A9EC4F57C4422EA21,43541
1653,1,0,0,0,0,1,1,0,281,53549,613,603,322,92072,36.6,30586,8323,Website,18-35,2018-01-07 15:42:00,29D75C79072E712B478C768A737273342D81F8B130943C726F78A906C2074C14,38996
1654,0,1,0,0,0,0,1,0,308,47440,577,558,453,44516,33.9,25366,8549,Website,45-55,2018-02-06 17:34:00,B09678311860E22FC25ED1B7BBA6179DED3FBBED8BB3504788F6D106FBE49F65,38026
1655,0,0,1,0,0,1,0,0,266,48399,571,589,355,39300,22.9,31077,8939,Website,18-35,2018-01-10 18:18:00,214DE47AADFA39A7269EBCB54FFB3311CA69937D5653B4C98E79B0040438056E,45960
1656,0,0,0,0,0,0,0,0,273,43341,625,639,367,58755,22,19426,8535,Website,55-65,2018-04-04 06:29:00,D2C31BD124B150DE44E2FA467BBFB629D05942D25BD348F4F6363B1C325CD34E,36344
1657,0,0,1,0,0,0,0,0,201,61771,646,649,310,69658,30.9,22262,9855,Website,18-35,2018-01-05 19:09:00,4EC37D65AC1D2DC04108392C506EECD0A1EAF3383E3CB65FC529104432905F3C,51698
1658,0,0,0,1,0,0,0,0,375,44369,621,578,291,65526,28.8,27903,6196,Website,45-55,2018-01-31 05:48:00,E62144BC9664872C9F16A3017FB4F99928BBA4185DC68BC10FC6BD2832385CE8,30021
1659,0,0,0,0,0,0,1,1,325,47201,613,682,387,47082,20.5,25680,9026,Website,45-55,2018-04-16 12:31:00,B3EC41CD1AE705345665CB08BEEC298D141D520D55CD8832A098DE9F57F477B2,45913
1660,0,0,0,0,0,0,0,0,289,35189,588,551,411,40065,26.3,26256,8172,Website,35-45,2018-03-03 02:40:00,,40981
1661,0,0,0,0,0,0,0,0,196,25692,716,776,365,18595,28.5,22754,9502,Website,18-35,2018-02-20 06:47:00,D470A68C451DD744135DE15EB273262C560C7C754BEF4D3F50FCDDE9954F4E6C,45258
1662,0,0,0,0,0,0,0,1,255,32371,682,706,453,40595,33.7,23295,9444,Website,35-45,2018-02-16 05:18:00,,38172
1663,1,0,0,0,0,1,1,1,247,77846,676,695,444,78211,36.8,30052,5728,ThirdPartyFinancing,65+,2018-03-30 23:32:00,88DE5E7518593F3FE07667355BB7885556D4B6089F513F2AAB8E5E83A674D2F3,48322
1664,0,0,0,0,0,0,1,0,423,51351,723,760,341,56834,25,24954,5656,Website,45-55,2018-05-04 16:29:00,39959C991385AEC1C307C3D86E3D22AA09D6DB7D271F800038A69D6C9F904AEF,39262
1665,1,0,1,0,0,0,1,0,317,50941,622,604,289,48426,15.9,29753,7870,Website,45-55,2018-04-11 04:30:00,B82319B87B3E94335B5D8A55BBEC572E6358A23A38B97A015C8FB4EE699A31CF,33858
1666,0,0,1,0,0,0,1,0,245,62716,630,691,317,82787,26.1,20334,5641,Website,55-65,2018-03-02 23:37:00,FDC172238509AB7B363632ACCE220D43E67EA6FAA6F55F3E148A66CCF6D93012,34013
1667,1,0,0,0,0,0,0,0,155,47324,585,555,465,63434,28.9,34175,3281,ThirdPartyListing,18-35,2018-04-09 23:17:00,BFFFB0BB59944A65656B9D95A9A7441C013CA1DFD28D3B09338475793C01A9B6,52360
1668,0,0,0,0,0,0,0,1,274,47067,666,656,242,31859,33.6,27623,9841,Website,65+,2018-04-02 17:07:00,D16DF6EC2744AD73515D3F45FF6827B6E14FF8F443250DFC7D684F5639D810C9,44651
1669,0,0,0,0,0,0,1,0,390,45456,578,593,413,72762,20.1,27074,10610,Website,18-35,2018-01-16 06:43:00,,42966
1670,0,1,1,0,1,1,0,0,182,41708,649,656,431,48183,25.8,23919,8641,ThirdPartyListing,45-55,2018-01-03 21:15:00,917AD32EFA4FB25FA2DD9411057594724BFDB49E975E1BA86C5828D4D0FC54FA,48379
1671,0,0,0,0,0,1,0,0,302,47440,608,588,309,48456,24.6,20731,6924,Website,35-45,2018-02-07 02:14:00,046D1DFC25B5451E4D0E7CCB1DB0DDA375CA604597AAD0B442809C0074E3B83D,42983
1672,0,0,0,0,0,0,1,0,436,50577,768,759,342,57605,39,23533,9437,ThirdPartyListing,35-45,2018-01-25 01:57:00,A5E1D1DBEEA6509A14DC13F04D70CA5730FE57EAEBC5173ED7D62E772A45C54A,33427
1673,0,0,0,0,0,0,0,0,217,49788,645,702,289,58768,21.9,22303,6299,ThirdPartyListing,35-45,2018-04-26 20:22:00,A4FD6E91AFAF15DB8C9E34C9C99158817E16A13BDCA75EEB51390B9EEDD42E37,28789
1674,0,0,0,1,0,1,1,0,251,60618,590,598,483,87847,28.1,22305,10031,ThirdPartyListing,35-45,2018-03-09 18:27:00,F6BFC90BBC4EB44C41B7A0E807AF33E7520FEBEBAA09B951F8B01A3D5BD17A6D,46423
1675,0,0,1,1,0,0,0,0,258,59433,610,668,344,60584,25.5,24536,8949,Website,35-45,2018-04-05 08:22:00,2B1D1A70E257746D6B959C4115ECCD85FD08DBF5D4BB1F7699E2F632EC03757C,35828
1676,0,0,0,0,0,0,1,0,268,34718,641,721,324,46019,31.1,20594,8194,ThirdPartyListing,55-65,2018-05-03 07:26:00,5A34F624BEBF30D66E71C96A6534E961029C775793A352F22167E4B98D5C898D,36394
1677,1,1,1,0,0,0,0,0,335,53563,659,761,434,63157,25.8,21250,9847,Website,45-55,2018-03-08 07:32:00,8ED887448DDA94F1B644529464D4D34DBA65290E8861886AE1C796EBAE5B9A8E,36395
1678,0,0,0,0,0,0,1,1,296,41165,657,683,404,54677,33.9,24671,7869,Website,45-55,2018-02-14 12:53:00,06F8780DB8BCE796BAE54ED15E73D14AC176907E8D7DE18F942E3F3C1F2EFAE7,53069
1679,0,0,1,0,0,0,0,0,405,43380,675,670,235,25475,22.7,25595,9354,ThirdPartyListing,18-35,2018-02-07 06:36:00,255D08E225563897BD4594FF665A0503EB88A971F6303F560102DE1155F1E0C8,27905
1680,0,0,1,0,0,0,1,0,274,61155,639,686,305,45951,29.5,18884,6589,ThirdPartyListing,18-35,2018-01-27 19:15:00,F9D3C8DBA9FB5183CB306827A95FCD542B3BF929CC1337CC962C105894BDA5F3,34727
1681,0,0,0,1,0,0,0,0,358,54258,666,684,446,22522,30.3,21739,6689,ThirdPartyListing,45-55,2018-01-08 13:55:00,003BC78E78F509486008273836CD9D16EA29B2BF3F6CD7E5CED89E4D0D00D475,29578
1682,0,0,0,0,0,0,0,0,207,66514,669,731,432,66007,28.3,15298,8374,Website,18-35,2018-03-24 08:27:00,,27524
1683,0,1,1,0,1,1,0,0,292,50555,733,733,341,54413,28.2,28826,6628,Website,55-65,2018-04-14 00:56:00,80B3ABC26EEF9EBB8442BECF8B466E4D941CF2C32D788C19D4AE6C55BFF32F39,45718
1684,0,0,1,1,0,1,1,0,237,35573,610,597,257,41925,32.4,31566,10941,ThirdPartyListing,55-65,2018-02-17 10:51:00,,33589
1685,0,0,0,1,0,0,1,0,372,31931,651,703,371,45703,36.2,21295,11224,Website,18-35,2018-03-23 02:21:00,7C94A86E4415D898D4EA6A80B6304B290D169029100D4654EAC1D1E289E4B964,38710
1686,0,0,0,0,0,0,0,0,295,44982,593,568,290,47901,23.7,22795,6945,Website,45-55,2018-01-20 21:49:00,23DE8C488A2F4D276FFAEB87C3B86C8EAF5474FF3AC080186010D378C73082BD,37097
1687,1,0,0,0,1,0,1,0,237,61068,652,715,310,56088,25.9,31080,6880,Website,45-55,2018-02-04 04:40:00,2AB8F57D8621DCCE26A57B484F561B5A7FC40B7E4C96CC8686EBFCC8F3A3A079,22083
1688,0,0,0,0,0,1,0,0,290,48861,691,663,235,42884,29.8,22917,4508,ThirdPartyListing,35-45,2018-03-19 10:50:00,B5C4E40E78F3CA8FD97BC57C3D58F7DD403D16974BC627FE1272A702C114CAF5,43292
1689,1,0,0,0,0,0,1,0,363,64877,668,773,200,51452,34.5,18249,14460,Website,35-45,2018-04-12 07:10:00,F431F2671D0C4DC9A9E66580A2832923AC6668226A3E54BBCE956B562CFF5408,42347
1690,0,0,0,0,0,1,0,0,336,55429,661,698,297,52622,21.5,24019,9037,Website,45-55,2018-03-06 05:25:00,98396CE60162816BFCD5BF9FDD008340FFF55C87B88AC6E1001744D0A1F6BC2C,29227
1691,0,0,1,0,1,0,1,0,341,71050,669,719,348,66695,37.2,27310,4734,Website,55-65,2018-04-06 11:51:00,DA2F59D2D02ACD6BB920F4CDE925B2B3A565A424721E40C3E76869D11A365AF0,39511
1692,0,0,0,0,0,0,0,0,206,45890,717,763,262,54690,33.1,22290,7180,Website,45-55,2018-03-26 03:25:00,,49979
1693,1,0,0,0,0,1,0,0,301,49653,698,724,383,47997,25.3,17326,6171,ThirdPartyListing,55-65,2018-03-02 18:48:00,0571F124F55E0574613E578E962A65FEF25D0410A11EB5CBF42221B38E96AE21,37198
1694,0,0,1,1,0,0,1,0,350,35422,681,734,392,39225,25.8,18167,9493,ThirdPartyListing,35-45,2018-03-13 19:49:00,,43947
1695,0,1,1,0,0,0,1,0,382,34187,663,778,426,50777,29.3,25887,4486,ThirdPartyListing,18-35,2018-01-13 06:03:00,8260DD0C5B763B4251CBC6EB296C91AEF3F9EF46ECF033D6D5CE770230B551E6,25395
1696,0,0,0,1,0,0,1,0,316,38337,710,756,412,51725,30.8,19952,8120,ThirdPartyListing,18-35,2018-04-02 04:23:00,5FCCBD65F0E25E16E2286093BCB040C8E4C48328778C071EF2D5A85FE0692BB4,33417
1697,0,0,0,0,0,0,0,0,285,48842,631,685,309,20478,23.9,19686,6533,ThirdPartyListing,18-35,2018-01-18 09:10:00,,38947
1698,0,1,0,0,0,0,1,0,274,61346,643,642,386,60271,30.1,25042,7099,ThirdPartyFinancing,65+,2018-04-09 12:12:00,9043E60C59246885F1429B97496FF482083BB7F1CE93C2D648A34D16446D0A7C,29037
1699,0,0,0,0,0,0,0,0,209,35999,575,624,322,35617,29.2,25632,9180,Website,18-35,2018-04-08 12:36:00,,31941
1700,1,0,0,0,0,1,1,0,220,44983,637,687,371,54937,19,31763,8774,Website,35-45,2018-04-20 21:58:00,88D22965E566FAC95284B2EE0171D442860EE39797D12304A0FC5B62F70EF8EA,25185
